Fiscal Year Ending,Department/Agency,Merchant Name,Transaction Date,Transaction Amount
2017,Juvenile Court Judge,NICHOLSON CLEANERS,08/17/2016,79.75
2017,Tennessee State Fair,CAPITOL CITY BOLT AND,08/17/2016,99.50
2017,Register of Deeds,BEST BUY MHT  00011304,08/17/2016,354.98
2017,District Attorney,SAMSCLUB #8257,08/17/2016,124.06
2017,Library,WW GRAINGER,08/17/2016,25.24
2017,Metro Council Staff,VICTORY INSTITUTE,08/16/2016,195.00
2017,Arts Commission,GRANTMAKERS INTHE ARTS,08/16/2016,575.00
2017,Water Services,PAYPAL  AMERICANSOC,08/16/2016,975.00
2017,Legal,EASYAPPLIANCEPARTS.COM,08/16/2016,53.82
2017,Tennessee State Fair,ELECTRONIC EXPRESS 5,08/16/2016,209.98
2017,Information Technology Services,USPS 47616302935804210,08/16/2016,6.45
2017,Police,MISTER CAR WASH #84QPS,08/16/2016,12.00
2017,Parks and Recreation,PRINTERS & DUPLICATOR,08/16/2016,262.20
2017,Information Technology Services,PAYPAL  LALLEMANDPI,08/16/2016,21.50
2017,Tennessee State Fair,SHERWIN WILLIAMS 70387,08/16/2016,112.92
2017,Parks and Recreation,PEPBOYS STORE  149,08/16/2016,9.99
2017,Parks and Recreation,TENNESSEE RECREATION A,08/16/2016,270.00
2017,Metro Action Commission,KROGER #502,08/16/2016,122.41
2017,Information Technology Services,IBT IIS FINGERPRINT CO,08/16/2016,38.15
2017,Finance,BESPOKEPREMIUM.COM,08/16/2016,995.00
2017,Water Services,TECHNICAL ASSOCIATES,08/16/2016,1895.00
2017,Metro Action Commission,KROGER #502,08/16/2016,43.80
2017,Internal Audit,UT IPS ONLINE,08/16/2016,500.00
2017,Tennessee State Fair,THE HOME DEPOT #0732,08/16/2016,128.53
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/16/2016,211.50
2017,Police,MISTER CAR WASH #84QPS,08/16/2016,16.00
2017,Tennessee State Fair,DAVIDSON FARMERS COOP,08/16/2016,511.92
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/16/2016,499.48
2017,Parks and Recreation,TENNESSEE RECREATION A,08/15/2016,355.00
2017,Soil and Water Conservation,GENERAL MORGAN INN,08/15/2016,285.69
2017,Tennessee State Fair,SLE,08/15/2016,4.04
2017,Tennessee State Fair,OFFICE DEPOT #58,08/15/2016,37.99
2017,Fire Department,IAAI,08/15/2016,100.00
2017,Juvenile Court Judge,AMAZON.COM AMZN.COM/BI,08/15/2016,-25.25
2017,Tennessee State Fair,THE HOME DEPOT #0732,08/15/2016,63.82
2017,Tennessee State Fair,BOSWELLS GOLF CARS,08/15/2016,575.62
2017,District Attorney,GREYHOUND LINES 4021,08/15/2016,260.00
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/15/2016,997.50
2017,Planning,AMAZON MKTPLACE PMTS,08/15/2016,26.94
2017,Planning,AMAZON MKTPLACE PMTS,08/15/2016,75.02
2017,Planning,AMAZON MKTPLACE PMTS,08/15/2016,119.92
2017,Water Services,K S SUPPLY CO,08/15/2016,129.60
2017,Municipal Auditorium,BEST BUY      00001701,08/15/2016,199.99
2017,Nashville Career Advancement Center,AGENT FEE 89006795159483,08/15/2016,24.50
2017,Nashville Career Advancement Center,AGENT FEE 89006795159494,08/15/2016,24.50
2017,Nashville Career Advancement Center,AMERICAN AIRLINES,08/15/2016,439.20
2017,Nashville Career Advancement Center,AMERICAN AIRLINES,08/15/2016,439.20
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/15/2016,41.01
2017,Human Relations Commission,ADOBE  PHOTOGPHY PLAN,08/15/2016,10.91
2017,Health,FACEBK RFQJP9NWT2,08/15/2016,3.45
2017,Health,FACEBK SFQJP9NWT2,08/15/2016,21.58
2017,Health,AGENT FEE 89006795487400,08/15/2016,35.00
2017,Health,WM SUPERCENTER #3717,08/15/2016,50.82
2017,Health,PAYPAL  TAPIT,08/15/2016,90.00
2017,Health,HOLIDAY INNS,08/15/2016,109.00
2017,Health,PAYPAL  TAPIT,08/15/2016,199.00
2017,Health,SOUTHWEST AIRLINES,08/15/2016,327.95
2017,Health,HYATT HOTELS,08/15/2016,438.51
2017,Police,DILLARD'S 422 RIVERGAT,08/15/2016,-6.48
2017,Police,PRO H2O AUTO WASH,08/15/2016,8.00
2017,Police,PRO H2O AUTO WASH,08/15/2016,8.00
2017,Police,MISTER CAR WASH #84QPS,08/15/2016,12.00
2017,Police,SHUR BRITE HI SPEED CA,08/15/2016,24.98
2017,Police,DILLARD'S 422 RIVERGAT,08/15/2016,76.48
2017,Parks and Recreation,BEARING DIST,08/15/2016,180.28
2017,Parks and Recreation,AMAZON MKTPLACE PMTS,08/15/2016,270.80
2017,Metro Action Commission,WHOLEFDS GHL 10241,08/15/2016,298.27
2017,Metro Action Commission,KROGER #502,08/15/2016,267.53
2017,Metro Action Commission,KROGER #895,08/15/2016,24.81
2017,Mayor's Office,SAMSCLUB.COM,08/15/2016,26.79
2017,State Trial Courts,MICHAELANGELO'S PIZZA,08/12/2016,192.39
2017,Police,COMCAST,08/12/2016,126.28
2017,Police,COMCAST,08/12/2016,234.85
2017,State Trial Courts,SQ  TIME IN SHOP,08/12/2016,200.00
2017,Police,SOUTHWEST AIRLINES,08/12/2016,403.96
2017,Police,SOUTHWEST AIRLINES,08/12/2016,403.96
2017,Police,SOUTHWEST AIRLINES,08/12/2016,403.96
2017,Police,SOUTHWEST AIRLINES,08/12/2016,403.96
2017,State Trial Courts,WALMART.COM,08/12/2016,248.75
2017,Emergency Communications Center,SKILLPATH NATIONAL,08/12/2016,149.00
2017,Library,HOSSE & HOSSE SAFE & L,08/12/2016,10.00
2017,Water Services,NOTARY PUBLIC TENNESSE,08/12/2016,81.00
2017,Water Services,COUNTRY INN AND SUITES,08/12/2016,179.27
2017,Nashville Career Advancement Center,PUBLIX #1235,08/12/2016,57.99
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/12/2016,24.79
2017,Information Technology Services,IBT IIS FINGERPRINT CO,08/12/2016,38.15
2017,Information Technology Services,IBT IIS FINGERPRINT CO,08/12/2016,38.15
2017,Information Technology Services,COCOS ITALIAN MARKET,08/12/2016,1617.94
2017,Planning,QUIZNOS #11962,08/12/2016,121.55
2017,Parks and Recreation,SHELL OIL 575274600QPS,08/12/2016,11.17
2017,Parks and Recreation,ZAXBY'S #40501,08/12/2016,54.99
2017,Parks and Recreation,NASHVILLE ASSOCIATED E,08/12/2016,166.54
2017,Parks and Recreation,JASON'S DELI - WSE,08/12/2016,210.33
2017,Parks and Recreation,NASHVILLE ASSOCIATED E,08/12/2016,463.18
2017,Juvenile Court Judge,MTAADAC,08/12/2016,270.00
2017,Sheriff,AMAZON.COM,08/12/2016,575.88
2017,Tennessee State Fair,THE HOME DEPOT #0732,08/12/2016,528.98
2017,Tennessee State Fair,MID TENN RUBBER STAMP,08/12/2016,509.70
2017,Tennessee State Fair,VERIZON WRLS P1921-01,08/12/2016,197.53
2017,Mayor's Office,BEST BUY      00001727,08/12/2016,179.99
2017,Health,MARRIOTT,08/12/2016,796.92
2017,Health,MARRIOTT,08/12/2016,796.92
2017,Health,KROGER #843,08/12/2016,208.49
2017,Health,WAL-MART #0695,08/12/2016,49.01
2017,Health,ART PANCAKE/TUSCULUM F,08/12/2016,37.50
2017,Health,WM SUPERCENTER #1376,08/12/2016,31.76
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/12/2016,146.01
2017,Emergency Communications Center,SKILLPATH NATIONAL,08/12/2016,34.85
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/11/2016,13.49
2017,Social Services,SUPER 8 MOTELS,08/11/2016,599.42
2017,Nashville Career Advancement Center,WAL-MART #5058,08/11/2016,17.86
2017,Nashville Career Advancement Center,WAL-MART #5058,08/11/2016,9.54
2017,Social Services,SUPER 8 MOTELS,08/11/2016,570.60
2017,Human Relations Commission,AMAZON MKTPLACE PMTS,08/11/2016,121.76
2017,Internal Audit,INFORMATION SYSTEMS SE,08/11/2016,130.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/11/2016,328.00
2017,Social Services,AMAZON.COM,08/11/2016,89.72
2017,Information Technology Services,USPS 47616302935804210,08/11/2016,6.45
2017,Police,AMERICAN AIRLINES,08/11/2016,269.70
2017,Police,OFFICEMAX/OFFICE DEPOT,08/11/2016,44.99
2017,Police,AMERICAN AIRLINES,08/11/2016,43.07
2017,Library,HOSSE & HOSSE SAFE & L,08/11/2016,12.00
2017,Social Services,SUPER 8 MOTELS,08/11/2016,599.42
2017,Social Services,SUPER 8 MOTELS,08/11/2016,599.42
2017,Juvenile Court Judge,AMAZON.COM AMZN.COM/BI,08/11/2016,298.23
2017,Nashville Career Advancement Center,WAL-MART #5058,08/11/2016,34.23
2017,Arts Commission,AMAZON MKTPLACE PMTS,08/11/2016,39.66
2017,Planning,PLANETIZEN INC,08/11/2016,99.95
2017,Water Services,SIGNAL INDUSTRIAL P,08/11/2016,35.24
2017,General Sessions Court,4007 JNN CHARLOTTE PIK,08/11/2016,164.31
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/10/2016,35.89
2017,Juvenile Court Judge,PAPA JOHN'S #00460,08/10/2016,26.75
2017,Human Resources,PUBLIX #1426,08/10/2016,32.22
2017,Emergency Communications Center,MONOPRICE COM,08/10/2016,85.29
2017,Social Services,SUPER 8 MOTELS,08/10/2016,-73.94
2017,Library,THE HOME DEPOT #0722,08/10/2016,17.54
2017,Human Relations Commission,LAZ PARKING 580806P,08/10/2016,14.00
2017,General Sessions Court,HHGREGG-THOMPSON-LN #0,08/10/2016,294.96
2017,Parks and Recreation,BLUFF CITY ELECTRONICS,08/10/2016,22.55
2017,General Sessions Court,KROGER #502,08/10/2016,14.34
2017,Information Technology Services,NASHVILLE BIZ JOURNAL,08/10/2016,99.00
2017,Police,UWASH AUTO SYSTEMS,08/10/2016,10.00
2017,Police,THE HOME DEPOT #0732,08/10/2016,48.79
2017,Police,LOWES #00413,08/10/2016,240.68
2017,Water Services,HILTON,08/10/2016,-136.01
2017,Police,SOUTHWEST AIRLINES,08/10/2016,331.96
2017,Police,SOUTHWEST AIRLINES,08/10/2016,331.96
2017,Police,SOUTHWEST AIRLINES,08/10/2016,343.96
2017,Library,THE HOME DEPOT #0778,08/10/2016,69.47
2017,Sheriff,GRAND HOTEL,08/09/2016,847.16
2017,Public Defender,BOOKSAMILLION.COM,08/09/2016,40.95
2017,Public Defender,BOOKSAMILLION.COM,08/09/2016,15.78
2017,Human Relations Commission,MICROSOFT    STORE,08/09/2016,251.26
2017,Community Education,STAR BAGEL CAFE,08/09/2016,99.00
2017,Police,WASH ME EXPRESS,08/09/2016,18.00
2017,Public Works,SQ  KERR SEMINARS,08/09/2016,100.00
2017,Sheriff,BOS TAXI 1664,08/09/2016,11.00
2017,Finance,ADOBE  ACROPRO SUBS,08/09/2016,16.38
2017,Sheriff,VTS BOSTON TAXI BOSTON,08/09/2016,19.44
2017,Emergency Communications Center,AMAZON MKTPLACE PMTS,08/08/2016,69.99
2017,Election Commission,MOES SOUTHWEST GRILL13,08/08/2016,523.03
2017,Election Commission,MOES SOUTHWEST GRILL13,08/08/2016,252.97
2017,Police,SHONEYS - 1223,08/08/2016,-6.72
2017,Police,MISTER CAR WASH #83QPS,08/08/2016,12.00
2017,Police,MURFREESBORO CAR WASH,08/08/2016,12.00
2017,Police,OUTBACK 3220,08/08/2016,13.80
2017,Human Relations Commission,POPULR.ME,08/08/2016,20.00
2017,Police,EINSTEIN BAGEL SATELLI,08/08/2016,16.29
2017,Election Commission,SICILIAN PIZZA AND PAS,08/08/2016,236.00
2017,Police,MNAA-AIRPORT PARK,08/08/2016,102.00
2017,Election Commission,JASON'S DELI - WSE,08/08/2016,171.86
2017,Police,ENTERPRISE RENT-A-CAR,08/08/2016,838.26
2017,Police,BELLAGIO HOTEL AND CASINO,08/08/2016,996.80
2017,Police,BELLAGIO HOTEL AND CASINO,08/08/2016,1082.88
2017,Election Commission,JASON'S DELI - WSE,08/08/2016,-25.00
2017,Election Commission,JASON'S DELI - WSE,08/08/2016,-160.44
2017,Sheriff,GRAND HOTEL,08/08/2016,847.16
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,6.05
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,8.73
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,6.05
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,14.84
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,16.00
2017,Criminal Court Clerk,SOUTHWEST AIRLINES,08/08/2016,30.00
2017,Criminal Court Clerk,TIGERDIRECTFORBUSINESS,08/08/2016,75.77
2017,Sheriff,BC.BASECAMP 1247330,08/08/2016,24.00
2017,Sheriff,VTS BOSTON TAXI BOSTON,08/08/2016,48.60
2017,Sheriff,ENTERPRISE RENT-A-CAR,08/08/2016,442.82
2017,Assessor of Property,SOUTHWEST AIRLINES,08/08/2016,253.96
2017,Social Services,FEDEXOFFICE   00021931,08/08/2016,27.96
2017,Water Services,KIMBRO OIL COMPANY,08/08/2016,388.85
2017,Sheriff,AMER CORRECTIONAL ASSO,08/08/2016,275.00
2017,Internal Audit,ISACA,08/08/2016,50.00
2017,Metro Action Commission,HILTON GARDEN INN,08/08/2016,160.44
2017,Metro Action Commission,HILTON GARDEN INN,08/08/2016,74.50
2017,Community Education,KROGER #542,08/08/2016,16.15
2017,Community Education,KROGER #542,08/08/2016,22.90
2017,Community Education,LOWES #00629,08/08/2016,192.00
2017,Community Education,GRAND CENTRAL PARTY RE,08/08/2016,583.16
2017,Community Education,SLOW AND LOW BBQ BISTR,08/08/2016,651.78
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/08/2016,24.79
2017,Information Technology Services,IBT IIS FINGERPRINT CO,08/08/2016,38.15
2017,Arts Commission,NAME-CHEAP.COM NAME-CH,08/08/2016,27.50
2017,Metro Action Commission,CONFERENCE RENTAL,08/08/2016,65.80
2017,Metro Action Commission,CONFERENCE RENTAL,08/08/2016,4.20
2017,Library,AMAZON.COM,08/08/2016,20.89
2017,Planning,62275 - COMMERCE A,08/08/2016,15.00
2017,Parks and Recreation,BLUFF CITY ELECTRONICS,08/08/2016,3.64
2017,Parks and Recreation,WAL-MART #0659,08/08/2016,8.00
2017,Parks and Recreation,AMAZON MKTPLACE PMTS,08/08/2016,31.80
2017,Parks and Recreation,WAL-MART #0659,08/08/2016,77.07
2017,Parks and Recreation,LOWES #00629,08/08/2016,79.96
2017,Parks and Recreation,SUBWAY        00531186,08/08/2016,138.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/08/2016,190.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/08/2016,270.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/08/2016,270.00
2017,Parks and Recreation,BLUFF CITY ELECTRONICS,08/08/2016,321.17
2017,Library,AMAZON.COM AMZN.COM/BI,08/08/2016,26.91
2017,Criminal Court Clerk,SOUTHWEST AIRLINES,08/08/2016,385.96
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,29.28
2017,Library,AMAZON MKTPLACE PMTS,08/08/2016,34.35
2017,Library,AMAZON.COM,08/08/2016,43.20
2017,Sheriff,AMER CORRECTIONAL ASSO,08/08/2016,275.00
2017,Sheriff,AMER CORRECTIONAL ASSO,08/08/2016,275.00
2017,Planning,AMAZON MKTPLACE PMTS,08/08/2016,-37.45
2017,Planning,AMAZON MKTPLACE PMTS,08/08/2016,-202.90
2017,Sheriff,AMER CORRECTIONAL ASSO,08/08/2016,275.00
2017,Health,WAL-MART #3717,08/08/2016,59.76
2017,Health,L2G TN PHARMACY BD,08/08/2016,85.00
2017,Sheriff,GRAND HOTEL,08/08/2016,847.16
2017,Emergency Communications Center,SPRINGHILL SUITES,08/08/2016,826.98
2017,Metro Action Commission,CONFERENCE RENTAL,08/05/2016,1626.20
2017,Arts Commission,SURVEYMONKEY.COM,08/05/2016,204.00
2017,Assessor of Property,SOUTHWEST AIRLINES,08/05/2016,227.96
2017,Criminal Court Clerk,PAYPAL  NAJIS,08/05/2016,595.00
2017,District Attorney,JASON'S DELI - WSE,08/05/2016,274.73
2017,Election Commission,JASON'S DELI - WSE,08/05/2016,103.09
2017,Finance,USPS 47616202935804137,08/05/2016,3.77
2017,General Services,ASE TEST FEES,08/05/2016,220.00
2017,General Sessions Court,NASHVILLE BAR ASSOCIAT,08/05/2016,45.00
2017,General Sessions Court,NASHVILLE BAR ASSOCIAT,08/05/2016,180.00
2017,Health,THE HOME DEPOT #0732,08/05/2016,13.94
2017,Health,TRACTOR-SUPPLY-CO #013,08/05/2016,63.00
2017,Health,WM SUPERCENTER #3717,08/05/2016,89.00
2017,Human Relations Commission,AMAZON MKTPLACE PMTS,08/05/2016,1157.99
2017,Information Technology Services,AMAZON.COM,08/05/2016,37.47
2017,Information Technology Services,AMAZON.COM AMZN.COM/BI,08/05/2016,37.47
2017,Juvenile Court Judge,WESTIN,08/05/2016,665.66
2017,Library,WALMART.COM,08/05/2016,-65.48
2017,Library,WALMART.COM,08/05/2016,-65.48
2017,Library,WALMART.COM,08/05/2016,-65.48
2017,Library,WALMART.COM,08/05/2016,-65.48
2017,Library,WALMART.COM,08/05/2016,-32.74
2017,Library,AMAZON MKTPLACE PMTS,08/05/2016,8.98
2017,Library,AMAZON MKTPLACE PMTS,08/05/2016,21.99
2017,Library,AMAZON MKTPLACE PMTS,08/05/2016,58.96
2017,Metro Action Commission,CONFERENCE RENTAL,08/05/2016,103.80
2017,Parks and Recreation,"IN  SMART, SCRAPMADEAR",08/05/2016,17.90
2017,Parks and Recreation,KMART 7358,08/05/2016,22.89
2017,Parks and Recreation,EQUIPMENT FINDERS INC,08/05/2016,39.13
2017,Parks and Recreation,"RICOH USA, INC",08/05/2016,42.57
2017,Parks and Recreation,HOBBY LOBBY #287,08/05/2016,47.05
2017,Parks and Recreation,DOLLAR-GENERAL #9630,08/05/2016,66.50
2017,Parks and Recreation,REGAL CINEMAS OPRY MIL,08/05/2016,101.88
2017,Parks and Recreation,TENNESSEE RECREATION A,08/05/2016,270.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/05/2016,270.00
2017,Police,SHELL OIL 930041289QPS,08/05/2016,5.00
2017,Police,DICKEYS NV177,08/05/2016,15.95
2017,Police,TODD ENGLISH PUB,08/05/2016,30.96
2017,Police,BELLAGIO - NOODLES,08/05/2016,43.00
2017,Police,TODD ENGLISH PUB,08/05/2016,64.35
2017,Public Defender,NASHVILLE BAR FOUNDATI,08/05/2016,250.00
2017,Sheriff,VMG PATIENT COLLECTION,08/05/2016,45.00
2017,Sheriff,VMG PATIENT COLLECTION,08/05/2016,45.00
2017,Sheriff,VMG PATIENT COLLECTION,08/05/2016,45.00
2017,Sheriff,ADOBE  CREATIVE CLOUD,08/05/2016,49.99
2017,Sheriff,NORTHERN TOOL EQUIP,08/05/2016,147.87
2017,Sheriff,SHERATON,08/05/2016,1138.77
2017,Sheriff,SHERATON,08/05/2016,1138.77
2017,Sheriff,SHERATON,08/05/2016,1138.77
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/05/2016,63.67
2017,Tennessee State Fair,LIGHT BULB DEPOT 07,08/05/2016,813.10
2017,Trustee,CDW GOVERNMENT,08/05/2016,-60.00
2017,Library,WAL-MART #3717,08/04/2016,269.73
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,443.85
2017,Police,IACP,08/04/2016,350.00
2017,Police,IACP,08/04/2016,350.00
2017,Social Services,SUPER 8 MOTELS,08/04/2016,599.42
2017,Police,IACP,08/04/2016,350.00
2017,Police,MILLENNIUM HOTELS,08/04/2016,54.73
2017,Police,SHUR BRITE HI SPEED CA,08/04/2016,24.98
2017,Police,VALERO N LAS VEGAS 3,08/04/2016,14.07
2017,Emergency Communications Center,SKILLPATH NATIONAL,08/04/2016,89.00
2017,Emergency Communications Center,SKILLPATH NATIONAL,08/04/2016,31.90
2017,Information Technology Services,SMUGMUG ONLINE PHOTOS,08/04/2016,78.49
2017,Police,SHUR BRITE HI SPEED CA,08/04/2016,11.99
2017,Social Services,SUPER 8 MOTELS,08/04/2016,599.42
2017,Tennessee State Fair,LIGHT BULB DEPOT 07,08/04/2016,664.70
2017,Water Services,CROWNE PLAZA HOTELS,08/04/2016,-5.40
2017,Social Services,SUPER 8 MOTELS,08/04/2016,599.42
2017,Social Services,SUPER 8 MOTELS,08/04/2016,570.60
2017,Water Services,TENNESSE ASSN OF UTILI,08/04/2016,275.00
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,295.90
2017,Parks and Recreation,THIRD AVENUE INDUSTRIA,08/04/2016,255.81
2017,Parks and Recreation,NASHVILLE DOOR CLOSER,08/04/2016,137.00
2017,Public Works,"STK SHUTTERSTOCK, INC.",08/04/2016,29.00
2017,Assessor of Property,INTERNATIONAL ASSOCIAT,08/04/2016,550.00
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,295.90
2017,District Attorney,AGENT FEE 89078848302916,08/04/2016,28.00
2017,District Attorney,AGENT FEE 89078848302835,08/04/2016,28.00
2017,District Attorney,AMERICAN AIRLINES,08/04/2016,49.44
2017,District Attorney,AMERICAN AIRLINES,08/04/2016,49.44
2017,District Attorney,AMERICAN AIRLINES,08/04/2016,550.20
2017,District Attorney,AMERICAN AIRLINES,08/04/2016,550.20
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,295.90
2017,Information Technology Services,IBT IIS FINGERPRINT CO,08/04/2016,38.15
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,295.90
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,295.90
2017,Information Technology Services,AMAZON.COM AMZN.COM/BI,08/04/2016,37.47
2017,Election Commission,KROGER #542,08/04/2016,286.01
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,295.90
2017,Juvenile Court Judge,PEABODY HOTELS,08/04/2016,443.85
2017,Health,TRACTOR-SUPPLY-CO #013,08/04/2016,59.97
2017,Health,THE HOME DEPOT #0778,08/04/2016,49.90
2017,Health,WM SUPERCENTER #3717,08/04/2016,32.65
2017,Health,SOUTHWEST AIRLINES,08/03/2016,330.96
2017,Health,PAYPAL  ACCAT,08/03/2016,300.00
2017,Parks and Recreation,WILSONS LODGE OGLEBAY,08/03/2016,161.60
2017,Health,AGENT FEE 89006790891340,08/03/2016,35.00
2017,Police,MAJOR CITIES CHIEFS AS,08/03/2016,400.00
2017,Parks and Recreation,WILSONS LODGE OGLEBAY,08/03/2016,160.16
2017,Health,HOSSE & HOSSE SAFE & L,08/03/2016,5.00
2017,Police,SOUTHWEST AIRLINES,08/03/2016,187.96
2017,Election Commission,JASON'S DELI - WSE,08/03/2016,225.82
2017,General Sessions Court,NASHVILLE BAR ASSOCIAT,08/03/2016,225.00
2017,Police,SHUR BRITE HI SPEED CA,08/03/2016,11.99
2017,Finance,AMERICANPAY,08/03/2016,219.00
2017,Sheriff,HH-GREGG-RIVERGATE #00,08/03/2016,1959.92
2017,Water Services,WWW.NEWEGG.COM,08/03/2016,65.83
2017,Human Relations Commission,GAN TENNNEWSPAPERSCIRC,08/03/2016,12.00
2017,Water Services,WWW.NEWEGG.COM,08/03/2016,269.94
2017,Parks and Recreation,WILSONS LODGE OGLEBAY,08/03/2016,1708.80
2017,Police,MAJOR CITIES CHIEFS AS,08/03/2016,400.00
2017,State Trial Courts,METRO COURTHOUSE PSG,08/03/2016,4.00
2017,Arts Commission,GAN TENNNEWSPAPERSCIRC,08/03/2016,12.00
2017,Parks and Recreation,WILSONS LODGE OGLEBAY,08/03/2016,1548.64
2017,Parks and Recreation,WILSONS LODGE OGLEBAY,08/03/2016,-161.60
2017,Parks and Recreation,"DALE SUPPLY COMPANY, I",08/03/2016,103.50
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/03/2016,238.95
2017,Emergency Communications Center,FORT COLLINS SUPERSHUT,08/03/2016,70.80
2017,Emergency Communications Center,STAPLES       00115394,08/03/2016,14.00
2017,Water Services,WWW.NEWEGG.COM,08/03/2016,378.93
2017,Sheriff,TLO TRANSUNION,08/03/2016,50.00
2017,Nashville Career Advancement Center,CENTER FOR CREDENTIALI,08/03/2016,18.48
2017,Nashville Career Advancement Center,CENTER FOR CREDENTIALI,08/03/2016,21.52
2017,Police,VISTELAR LLC,08/03/2016,1016.95
2017,General Sessions Court,WALMART.COM,08/03/2016,18.00
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/03/2016,37.09
2017,Police,PRO H2O AUTO WASH,08/03/2016,8.00
2017,Election Commission,PAPA JOHN'S #00085,08/03/2016,127.75
2017,Tennessee State Fair,AMERICAN BATTERY,08/03/2016,266.46
2017,Sheriff,GAN TENNNEWSPAPERSCIRC,08/03/2016,12.00
2017,Election Commission,JASON'S DELI - WSE,08/03/2016,185.44
2017,Juvenile Court Judge,SUBWAY        03166790,08/03/2016,136.00
2017,Tennessee State Fair,FP MAILING SOLUTIONS,08/03/2016,206.50
2017,Planning,PLANETIZEN INC,08/03/2016,99.95
2017,Social Services,RED ROOF INNS,08/02/2016,274.71
2017,Public Defender,HAMPTON INN HOTELS,08/02/2016,228.90
2017,Fire Department,MHC CULINARY GROUP,08/02/2016,2.96
2017,Emergency Communications Center,USPS476154955720702833,08/02/2016,6.47
2017,Parks and Recreation,KROGER #533,08/02/2016,349.50
2017,Police,JASON'S DELI LV 1,08/02/2016,19.11
2017,Police,CPLV GORDON RAMSEYS PU,08/02/2016,26.55
2017,Police,CPLV GORDON RAMSEYS PU,08/02/2016,38.45
2017,Police,SAMS CLUB #8294,08/02/2016,161.68
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/02/2016,72.50
2017,Tennessee State Fair,AMERICORE TEXTILES COM,08/02/2016,277.50
2017,Public Works,PREMIER PARKING OF TN,08/02/2016,90.00
2017,Trustee,CDW GOVERNMENT,08/02/2016,46.64
